Commentaire,star,date,client,reponse,source,company,ville,maj,date_commande,ecart,clean_comment,comment_id,qualité produit,service livraison,service client
Livraison rapide et commande conforme,5,2020-07-31,christine m .,"Bonjour , Un grand merci pour cet avis ! Bonne journée de la part de toute l'équipe . Ayoub",TrustedShop,ShowRoom,COULOMMIERS,,,,livraison rapide et commande conforme,6891,1,1,0
Il y a eu un leger retard du a l'approvisionnement mais vous avez eu la courtoisie de m'avertir BRAVO a vous ce n'est pas le cas de tout le monde,5,2020-07-31,PHILIPPE M .,"Bonjour , Merci pour votre gentil message , nous sommes heureux de vous compter parmi nos clients . Ayoub",TrustedShop,ShowRoom,Fontaine la guyon,,,,il y a eu un leger retard du a l'approvisionnement mais vous avez eu la courtoisie de m'avertir bravo a vous ce n'est pas le cas de tout le monde,6892,0,1,0
Les produits sont à mal qualité .,4,2020-07-31,Yasmina C .,,TrustedShop,ShowRoom,MONTMAGNY,,,,les produits sont à mal qualité .,6893,1,0,0
"Commande facile à passer Livraison plus rapide que prévue Produits très bien emballés , de bonne qualité et jolis Bilan très satisfaisant !",5,2020-07-31,Marie-Alice P .,"Bonjour , Merci d'avoir partagé votre expérience avec nous , votre message illumine notre journée ! À très bientôt sur Showroomprive.com Ayoub",TrustedShop,ShowRoom,Saint Marcel les Sauzet,,2020-07-24,7.0,"commande facile à passer livraison plus rapide que prévue produits très bien emballés , de bonne qualité et jolis bilan très satisfaisant !",6894,1,1,0
"Le colis ne m a pas été livré à l endroit que j avais demandé ! Non seulement je paye les frais de port et je dois me déplacer en centre ville avec des frais de stationnement De plus marchandise inmettable , j ai pris le legging taille 3 beaucoup trop petit livré avec un trou à lentrejambe , 2 pantys bcp trop petit xl trop serré au genoux je porte du 42 44 trop déçue marchandise non conforme taille",2,2020-07-31,,,TrustedShop,ShowRoom,,,,,"le colis ne m a pas été livré à l endroit que j avais demandé ! non seulement je paye les frais de port et je dois me déplacer en centre ville avec des frais de stationnement de plus marchandise inmettable , j ai pris le legging taille 3 beaucoup trop petit livré avec un trou à lentrejambe , 2 pantys bcp trop petit xl trop serré au genoux je porte du 42 44 trop déçue marchandise non conforme taille",6895,1,1,0
Livraison tres mal organisée obliger de choisir livraison a domicile lors de la commande et choix du jour mais pas de choix d'horaire du coup message tout les jours depuis 1 semaine disant qu'ils vont venir dans la journée mais on ne sait pas quand,2,2020-07-31,,,TrustedShop,ShowRoom,,,,,livraison tres mal organisée obliger de choisir livraison a domicile lors de la commande et choix du jour mais pas de choix d'horaire du coup message tout les jours depuis 1 semaine disant qu'ils vont venir dans la journée mais on ne sait pas quand,6897,0,1,0
"Livraison effectuée dans un autre point relais , sans aucune raison car le point relais choisi était ouvert ... Pantalon commande déchiré au niveau de la cuisse . Retour de l ’ article prévu d ’ ici peu , en espérant le remboursement des frais de livraison ! !",2,2020-07-31,,,TrustedShop,ShowRoom,,,,,"livraison effectuée dans un autre point relais , sans aucune raison car le point relais choisi était ouvert ... pantalon commande déchiré au niveau de la cuisse . retour de l ’ article prévu d ’ ici peu , en espérant le remboursement des frais de livraison ! !",6898,0,1,1
Un petit peu de retard dans la livraison mais le suivi a bien été réalisé et le produit de bonne facture .,5,2020-07-31,,"Bonjour , Nous vous remercions de votre confiance et de votre fidélité . Ayoub",TrustedShop,ShowRoom,,,,,un petit peu de retard dans la livraison mais le suivi a bien été réalisé et le produit de bonne facture .,6900,0,1,0
"Déception total , commande incomplète , toujours en attente du remboursement des articles manquants",3,2020-07-31,,,TrustedShop,ShowRoom,,,,,"déception total , commande incomplète , toujours en attente du remboursement des articles manquants",6901,0,1,1
Je n'ai à déplorer qu'un petit incident sur cette dernière livraison de Showroom : il manquait un article dans le colis . C'est la première fois que cela arrive et j'ai très vite été remboursée de ce vêtement `` oublié ? '' . Je conserve néanmoins toute ma confiance dans ce site .,5,2020-07-31,Sylvie M .,"Bonjour , Merci d'avoir partagé votre expérience avec nous , votre message illumine notre journée ! À très bientôt sur Showroomprive.com Ayoub",TrustedShop,ShowRoom,Lyon,,,,je n'ai à déplorer qu'un petit incident sur cette dernière livraison de showroom : il manquait un article dans le colis . c'est la première fois que cela arrive et j'ai très vite été remboursée de ce vêtement `` oublié ? '' . je conserve néanmoins toute ma confiance dans ce site .,6902,0,1,0
La maechandise est de qualité . Mais il y a encore eu des erreurs d articles . Et la procédure de rerour est laborieuse .,1,2020-07-31,Jak D .,,TrustedShop,ShowRoom,Paris,,,,la maechandise est de qualité . mais il y a encore eu des erreurs d articles . et la procédure de rerour est laborieuse .,6903,1,0,0
"Rapide , produits de qualité",5,2020-07-31,,"Bonjour , Merci d'avoir partagé votre expérience avec nous , votre message illumine notre journée ! À très bientôt sur Showroomprive.com Ayoub",TrustedShop,ShowRoom,,,,,"rapide , produits de qualité",6907,1,0,0
Robe non ressemblante à celle en photo très déçue . Robe arrivée après date de livraison indiquée .,3,2020-07-31,,,TrustedShop,ShowRoom,,,,,robe non ressemblante à celle en photo très déçue . robe arrivée après date de livraison indiquée .,6909,0,1,0
"produits conformes , bonne qualité , livraison rapide",5,2020-07-31,,"Bonjour , Un grand merci pour cet avis ! Bonne journée de la part de toute l'équipe . Ayoub",TrustedShop,ShowRoom,,,,,"produits conformes , bonne qualité , livraison rapide",6910,1,1,0
"Livraison en date , et article conforme à la description .",5,2020-07-31,Vanessa C .,"Bonjour , Merci pour votre gentil message , nous sommes heureux de vous compter parmi nos clients . Ayoub",TrustedShop,ShowRoom,Caen,,,,"livraison en date , et article conforme à la description .",6911,1,1,0
Les produits sont de petite qualité,3,2020-07-31,A,,TrustedShop,ShowRoom,line W .,,2020-07-20,11.0,les produits sont de petite qualité,6914,1,0,0
Bijou conforme à l ’ image très mignon et très fin jolie pour une jeune fille,4,2020-07-31,,,TrustedShop,ShowRoom,,,,,bijou conforme à l ’ image très mignon et très fin jolie pour une jeune fille,6915,1,0,0
"Matière des robes de mauvaises qualité , très mal taille , taille très grande . 3 robes sur 4 retournés",3,2020-07-31,,,TrustedShop,ShowRoom,,,2020-07-18,13.0,"matière des robes de mauvaises qualité , très mal taille , taille très grande . 3 robes sur 4 retournés",6916,1,0,0
Très déçue de la qualité de la robe car elle elle arrivait décousue au décolleté . Je suis obligé de retourner l'article à mes frais .,3,,Nathalie A .,,TrustedShop,ShowRoom,CHAMBRAY-LES-TOURS,,,,très déçue de la qualité de la robe car elle elle arrivait décousue au décolleté . je suis obligé de retourner l'article à mes frais .,6917,1,0,0
Article livré avant date prévue correspondant à la description et à mes attentes,5,2020-07-30,,"Bonjour , Merci pour votre gentil message , nous sommes heureux de vous compter parmi nos clients . Ayoub",TrustedShop,ShowRoom,,,,,article livré avant date prévue correspondant à la description et à mes attentes,6918,0,1,0
J ai mis une note de 1 pour le service client car je trouve dommage a avoir a payer 2 fois le port pour 8 articles alors que sur d autres sites la livraison comprend la totalité des articles donc comme c était ma première commande je ne suis pas sur du tout de recommander sur votre site Cordialement,3,2020-07-30,,,TrustedShop,ShowRoom,,,,,j ai mis une note de 1 pour le service client car je trouve dommage a avoir a payer 2 fois le port pour 8 articles alors que sur d autres sites la livraison comprend la totalité des articles donc comme c était ma première commande je ne suis pas sur du tout de recommander sur votre site cordialement,6922,0,1,1
"Très satisfait de mon canapé , confortable . Prix intéressant et très bon service de livraison mais délais de livraison longs entre le moment de la commande ( et le règlement donc ) et la réception effective du produit , comme souvent .",5,2020-07-30,Vincent C .,,TrustedShop,ShowRoom,Lyon,,2020-06-07,53.0,"très satisfait de mon canapé , confortable . prix intéressant et très bon service de livraison mais délais de livraison longs entre le moment de la commande ( et le règlement donc ) et la réception effective du produit , comme souvent .",6923,0,1,0
La commande était parfaite mais En retard car c était bloqué à la douane Le service du facteur nul Sinon showroom parfait Merci,4,2020-07-30,,,TrustedShop,ShowRoom,,,,,la commande était parfaite mais en retard car c était bloqué à la douane le service du facteur nul sinon showroom parfait merci,6924,0,1,0
"Tres beau produit couleur et qualité , à recommander",4,2020-07-30,,,TrustedShop,ShowRoom,,,,,"tres beau produit couleur et qualité , à recommander",6926,1,0,0
Paquet arrivé bien avant la date limite de livraison . Articles en très bon état . Très satisfaite de mon achat !,5,2020-07-30,Julie H .,,TrustedShop,ShowRoom,L'Etang-Salé,,,,paquet arrivé bien avant la date limite de livraison . articles en très bon état . très satisfaite de mon achat !,6927,0,1,0
"Mon colis a été livré à un point relais loin de chez moi . Je suis très très déçue de la qualité des vêtements que j'ai reçu qui sont étiqueté one piece alors que j'ai fait une commande vers moda , je ne comprends pas .. la qualité est vraiment médiocre . J'ai voulu faire un retour mais je ne peux pas accepter de payer à nouveau des frais d'envoi exorbitants . A ne pas renouveler ! !",1,2020-07-30,,,TrustedShop,ShowRoom,,,2020-07-22,8.0,"mon colis a été livré à un point relais loin de chez moi . je suis très très déçue de la qualité des vêtements que j'ai reçu qui sont étiqueté one piece alors que j'ai fait une commande vers moda , je ne comprends pas .. la qualité est vraiment médiocre . j'ai voulu faire un retour mais je ne peux pas accepter de payer à nouveau des frais d'envoi exorbitants . a ne pas renouveler ! !",6929,1,1,0
"Très beau produit , il répond parfaitement à mes attentes . Félicitations",5,2020-07-30,,,TrustedShop,ShowRoom,,,,,"très beau produit , il répond parfaitement à mes attentes . félicitations",6931,1,0,1
Le livreur m ’ a appelé pour lui donner le numéro de m ’ on adressé cart sur le colis il avait tout les informations pour livrè sauf le numéro de ma rue et temp donné pour temp je lavai marqué pour sur le site ou qu ’ il a tout les informations à données elle était pas si apart sa le service clien comme tapelle et incapable de répondre a non question et gérer les problèmes,2,2020-07-30,Romy F .,,TrustedShop,ShowRoom,Montfermeil,,,,le livreur m ’ a appelé pour lui donner le numéro de m ’ on adressé cart sur le colis il avait tout les informations pour livrè sauf le numéro de ma rue et temp donné pour temp je lavai marqué pour sur le site ou qu ’ il a tout les informations à données elle était pas si apart sa le service clien comme tapelle et incapable de répondre a non question et gérer les problèmes,6933,0,1,1
Délai livraison un peu long . Articles un peu trop froissés . Suivi service clients bon,4,2020-07-30,,,TrustedShop,ShowRoom,,,,,délai livraison un peu long . articles un peu trop froissés . suivi service clients bon,6934,0,1,1
Le sachet plastique s ’ est déchiré dès que je l ’ ai pris en main ... pas très solide ! La housse de couette est belle sauf le tissu qui se froisse facilement ... a voir au fil du temps !,3,2020-07-30,,,TrustedShop,ShowRoom,,,2020-07-05,25.0,le sachet plastique s ’ est déchiré dès que je l ’ ai pris en main ... pas très solide ! la housse de couette est belle sauf le tissu qui se froisse facilement ... a voir au fil du temps !,6936,1,1,0
Pas eu mes articles ! Paquet ouvert par transporteur ! Et articles manquants ...,3,2020-07-30,michele L .,,TrustedShop,ShowRoom,ST BONNET EN CHAMPSAUR,,,,pas eu mes articles ! paquet ouvert par transporteur ! et articles manquants ...,6937,0,1,0
"Je suis très satisfaite de ma commande et du service . Seul petit bémol , le délai d'attente pour la livraison ....",5,2020-07-30,,,TrustedShop,ShowRoom,,,,,"je suis très satisfaite de ma commande et du service . seul petit bémol , le délai d'attente pour la livraison ....",6938,0,1,0
RAS juste les livraisons un peu longues ...,4,2020-07-30,Caroline J .,,TrustedShop,ShowRoom,Nancy,,,,ras juste les livraisons un peu longues ...,6940,0,1,0
"Un peu déçue , car les boucles d'oreilles n'avaient pas les papillons pour les maintenir derrière le lobe de l'oreille ! ! ! ! j'ai fait du bricolage avec une autre paire mais c'est trop grand et ça ne tient pas .",4,,christelle l .,,TrustedShop,ShowRoom,gabillou,,,,"un peu déçue , car les boucles d'oreilles n'avaient pas les papillons pour les maintenir derrière le lobe de l'oreille ! ! ! ! j'ai fait du bricolage avec une autre paire mais c'est trop grand et ça ne tient pas .",6941,1,0,0
"Commande reçue dans les délais annoncés , conforme et en très bon état . Merci",4,2020-07-30,Mariel B .,,TrustedShop,ShowRoom,DRAGUIGNAN,,,,"commande reçue dans les délais annoncés , conforme et en très bon état . merci",6943,1,0,0
Super.Produits conformes à la description et livrés à temps.Très satisfaite .,5,2020-07-30,,,TrustedShop,ShowRoom,,,,,super.produits conformes à la description et livrés à temps.très satisfaite .,6945,1,0,0
"Chaque fois que je vous commande du victoria secret , le paquet n ’ est jamais bien fermé ou du moins l ’ emballage laisse à désirer ce qui pousse d ’ autres personnes mal intentionnées de l ’ ouvrir Par conséquent je me retrouve jamais avec la totalité de mes articles commandés",3,2020-07-30,Laëtizia C .,,TrustedShop,ShowRoom,Marseille,,,,"chaque fois que je vous commande du victoria secret , le paquet n ’ est jamais bien fermé ou du moins l ’ emballage laisse à désirer ce qui pousse d ’ autres personnes mal intentionnées de l ’ ouvrir par conséquent je me retrouve jamais avec la totalité de mes articles commandés",6947,0,1,0
Parfait article conforme à ma commande,5,2020-07-30,Carole G .,,TrustedShop,ShowRoom,Guermantes,,,,parfait article conforme à ma commande,6949,1,0,0
BON RAPPORT QUALITE PRIX MAIS IMPOSSIBLE DE RETOURNER LE SUPERMARCHE N ' A PAS PU SCANNER LE BON DE RETOUR,4,2020-07-30,,,TrustedShop,ShowRoom,,,2020-07-19,11.0,bon rapport qualite prix mais impossible de retourner le supermarche n ' a pas pu scanner le bon de retour,6950,1,0,0
commande+livraison tout est conforme ! !,5,2020-07-30,maryse l .,,TrustedShop,ShowRoom,riouperoux,,,,commande+livraison tout est conforme ! !,6951,1,1,0
La veste est très jolie mais la taille XL était trop grande et en plus il manquait la ceinture Produit renvoyé,4,2020-07-30,,,TrustedShop,ShowRoom,,,,,la veste est très jolie mais la taille xl était trop grande et en plus il manquait la ceinture produit renvoyé,6952,1,0,0
"Produit correcte , pose très bien , joli , conforme aux photos . J'adore",5,2020-07-30,,,TrustedShop,ShowRoom,,,2020-07-06,24.0,"produit correcte , pose très bien , joli , conforme aux photos . j'adore",6953,1,0,0
"J'aurais dû être livrée chez moi , mais au lieu de sa je me suis fait livrée dans un point relay ... avec un suivie de coli inexistant",2,2020-07-30,,,TrustedShop,ShowRoom,,,,,"j'aurais dû être livrée chez moi , mais au lieu de sa je me suis fait livrée dans un point relay ... avec un suivie de coli inexistant",6954,0,1,0
bonjour j'ai bien reçu ma commande IRL mais j'ai été un peu déçu d'avoir été taxé de 18 euros par la douane pour le rtrait de mon colis j'espere etre rembourser merci de votre compréhension,3,2020-07-30,,,TrustedShop,ShowRoom,,,2020-07-05,25.0,bonjour j'ai bien reçu ma commande irl mais j'ai été un peu déçu d'avoir été taxé de 18 euros par la douane pour le rtrait de mon colis j'espere etre rembourser merci de votre compréhension,6955,0,1,1
"Livraison coûteuse si on achète juste un seul article et au final l'article commandé ne me convient pas car il me va grand et je ne l'ai pas rendu car les frais de retour 6,50€ sont à ma charge . Au final j'aurais payé 11€ de frais pour rien autant le garder même si c pour le donner à qqn d'autre ... Suis déçue",3,2020-07-30,,,TrustedShop,ShowRoom,,,,,"livraison coûteuse si on achète juste un seul article et au final l'article commandé ne me convient pas car il me va grand et je ne l'ai pas rendu car les frais de retour 6,50€ sont à ma charge . au final j'aurais payé 11€ de frais pour rien autant le garder même si c pour le donner à qqn d'autre ... suis déçue",6956,1,1,0
"La robe est très belle , merci",5,2020-07-29,Chouchanna M .,,TrustedShop,ShowRoom,Saint Raphaël,,,,"la robe est très belle , merci",6960,1,0,0
Bonjour . J espérais à une meilleure qualité du tissus,5,2020-07-29,,,TrustedShop,ShowRoom,,,,,bonjour . j espérais à une meilleure qualité du tissus,6961,1,0,0
Articles conformes à ce que j'attendais,5,2020-07-29,,,TrustedShop,ShowRoom,,,,,articles conformes à ce que j'attendais,6962,1,0,0
Gravure de bonne qualité Dommage le bracelet est difficile à mettre seule,5,2020-07-29,,,TrustedShop,ShowRoom,,,,,gravure de bonne qualité dommage le bracelet est difficile à mettre seule,6963,1,0,0
Livreur au top du top Livraison programmer et assumer Emballage propre,5,2020-07-29,,,TrustedShop,ShowRoom,,,,,livreur au top du top livraison programmer et assumer emballage propre,6964,0,1,0
"Livraison plus rapide que prévue Une seule remarque , nous n'avons pas été prévenus du jour de livraison .",5,2020-07-29,,,TrustedShop,ShowRoom,,,,,"livraison plus rapide que prévue une seule remarque , nous n'avons pas été prévenus du jour de livraison .",6966,0,1,0
J ’ adore cette marque pour l ’ originalité et la qualité des chaussures,5,2020-07-29,Marie D .,,TrustedShop,ShowRoom,Jouy le Moutier,,,,j ’ adore cette marque pour l ’ originalité et la qualité des chaussures,6967,1,0,0
Robe qui ne ressemble pas réellement . A quelques détails près à la photo d ’ origine . Délais de livraison correcte,4,2020-07-29,,,TrustedShop,ShowRoom,,,,,robe qui ne ressemble pas réellement . a quelques détails près à la photo d ’ origine . délais de livraison correcte,6969,0,1,0
Beaucoup d'amélioration au niveau de la livraison les marchandises sont très abordables je suis très satisfaite,5,2020-07-29,,,TrustedShop,ShowRoom,,,,,beaucoup d'amélioration au niveau de la livraison les marchandises sont très abordables je suis très satisfaite,6971,0,1,0
"Très bonne marque , chaussures de qualité supérieure livrées bien avant la date prévue . Parfait",5,2020-07-29,Isabelle m .,,TrustedShop,ShowRoom,CHÂTILLON,,,,"très bonne marque , chaussures de qualité supérieure livrées bien avant la date prévue . parfait",6972,1,1,0
Toujours en attente dun colis ... décidément showroom notifie que les colis sont arrivés mais il en manque la moitié ! Sinon les articles sont corrects aux photos .,2,2020-07-29,,,TrustedShop,ShowRoom,,,2020-07-06,23.0,toujours en attente dun colis ... décidément showroom notifie que les colis sont arrivés mais il en manque la moitié ! sinon les articles sont corrects aux photos .,6974,0,1,0
Livraison prévue initialement le28 mai et livré en fat le 26 juillet . Le service client ne m a jamais contacté ils n ’ ont fait que répondre de façon évasive à mes demandes . Aucun geste commercial n à été proposé par leur service ils ont fini par m accorder une remise de 50 euros mais à l ’ heure actuelle je n ai toujours rien vu sur mon compte,3,2020-07-29,,,TrustedShop,ShowRoom,,,,,livraison prévue initialement le28 mai et livré en fat le 26 juillet . le service client ne m a jamais contacté ils n ’ ont fait que répondre de façon évasive à mes demandes . aucun geste commercial n à été proposé par leur service ils ont fini par m accorder une remise de 50 euros mais à l ’ heure actuelle je n ai toujours rien vu sur mon compte,6978,0,1,1
"Note globale : 0 ZERO pour MARCHANDISE ET SERVICE CLIENT Je n'ai pas reçu ma commande CAMAÏEU . Je vous ais envoyé un mail , vous ne m'avez toujours pas répondu ? J'ai téléphoné au Service Client le Mardi 28 Juillet , la personne qui m ' a répondue `` ALFA `` n ' a pas arrêté de me mentir , un homme malhonnête . Votre logistique n'est pas à jour . . Où est ma commande ? Merci de me téléphoner .",1,2020-07-29,ANNIE C .,,TrustedShop,ShowRoom,PIERREFITTE NESTALAS,,,,"note globale : 0 zero pour marchandise et service client je n'ai pas reçu ma commande camaïeu . je vous ais envoyé un mail , vous ne m'avez toujours pas répondu ? j'ai téléphoné au service client le mardi 28 juillet , la personne qui m ' a répondue `` alfa `` n ' a pas arrêté de me mentir , un homme malhonnête . votre logistique n'est pas à jour . . où est ma commande ? merci de me téléphoner .",6979,0,0,1
"Très bien coupé , jolie matière et taille juste . Belle surprise",5,2020-07-29,,,TrustedShop,ShowRoom,,,2020-07-23,6.0,"très bien coupé , jolie matière et taille juste . belle surprise",6981,1,0,0
"pas recu , retard énorme dans la livraison",1,2020-07-29,belmira d .,,TrustedShop,ShowRoom,sillans,,,,"pas recu , retard énorme dans la livraison",6982,0,1,0
je n'ai reçu que la moitié de ma commande pourtant validée par vos soins . Dès lors où vos engagements ne sont pas tenus je considère que votre engagement n'est pas digne d'un professionnel . Ce n'est la première fois . Je ne commanderai plus sur votre site et j'invite tous mes contacts à la plus grande prudence . A bon entendeur !,2,2020-07-29,Chantal T .,,TrustedShop,ShowRoom,LA ROCHELLE,,,,je n'ai reçu que la moitié de ma commande pourtant validée par vos soins . dès lors où vos engagements ne sont pas tenus je considère que votre engagement n'est pas digne d'un professionnel . ce n'est la première fois . je ne commanderai plus sur votre site et j'invite tous mes contacts à la plus grande prudence . a bon entendeur !,6983,1,0,0
"Le poulailler est dans un état catastrophique ! ! Il est cassé a presque tous les angles . le colis a l ’ intérieur était sale , rempli de petits cailloux et à peine protéger . Je ne recommande pas du tout ce vendeur , la qualité est très tés médiocre . Je regrette mon achat . Nul nul nul , c ’ est scandaleux ! ! ! ! ! ! J ’ ai des photos à l ’ appuie pour prouver l ’ état du produit .",1,2020-07-29,Vin ’ s V .,,TrustedShop,ShowRoom,Paris,,,,"le poulailler est dans un état catastrophique ! ! il est cassé a presque tous les angles . le colis a l ’ intérieur était sale , rempli de petits cailloux et à peine protéger . je ne recommande pas du tout ce vendeur , la qualité est très tés médiocre . je regrette mon achat . nul nul nul , c ’ est scandaleux ! ! ! ! ! ! j ’ ai des photos à l ’ appuie pour prouver l ’ état du produit .",6984,1,1,0
produit conforme a mes attents,5,2020-07-29,,,TrustedShop,ShowRoom,,,2020-07-27,2.0,produit conforme a mes attents,6985,1,0,0
Le produit répond à mon attente,5,2020-07-29,,,TrustedShop,ShowRoom,,,,,le produit répond à mon attente,6987,0,0,1
"La livraison s est tres mal passée , pas de rendez vous et livreur très désagréable . La coiffeuse est jolie facile à monter mais les 2 petits tiroirs sont un peu abîmés sur la tranche et surtout les leds du miroir ne fonctionnent pas ! ! ! ! Je suis assez déçue et je vais contacter le sav .",3,2020-07-29,,,TrustedShop,ShowRoom,,,,,"la livraison s est tres mal passée , pas de rendez vous et livreur très désagréable . la coiffeuse est jolie facile à monter mais les 2 petits tiroirs sont un peu abîmés sur la tranche et surtout les leds du miroir ne fonctionnent pas ! ! ! ! je suis assez déçue et je vais contacter le sav .",6988,1,1,1
"Le produit est plein de défauts rayures , finissions inexistante ...",3,2020-07-29,,,TrustedShop,ShowRoom,,,2020-07-27,2.0,"le produit est plein de défauts rayures , finissions inexistante ...",6989,1,0,0
"Colis non reçu ! ! ! ! ! On me demande d ’ évaluer un colis non reçu .... très drôle .... Les conditions de réclamation sont mal faites .... aucune réponses aux mails ... J ’ attends une explication sur le suivi de ma dernière commande qui n ’ est pas arrivée ... en fonction de cela , je ne renouvèlerai certainement pas mes commandes sur ce site ....",1,2020-07-29,,,TrustedShop,ShowRoom,,,,,"colis non reçu ! ! ! ! ! on me demande d ’ évaluer un colis non reçu .... très drôle .... les conditions de réclamation sont mal faites .... aucune réponses aux mails ... j ’ attends une explication sur le suivi de ma dernière commande qui n ’ est pas arrivée ... en fonction de cela , je ne renouvèlerai certainement pas mes commandes sur ce site ....",6991,0,1,1
"Commandé une taille 40 et reçu une taille L , sachant que le L correspond Généralement à un 42/44 donc beaucoup trop grand ... Il aurait suffit de laisser les tailles en lettres telles qu ’ elles sont indiquées sur les vêtements ...",3,2020-07-29,,,TrustedShop,ShowRoom,,,2020-07-26,3.0,"commandé une taille 40 et reçu une taille l , sachant que le l correspond généralement à un 42/44 donc beaucoup trop grand ... il aurait suffit de laisser les tailles en lettres telles qu ’ elles sont indiquées sur les vêtements ...",6992,1,1,0
"La livraison s ’ est bien déroulée . Le tapis était bien protégé mais une fois ouvert une horrible odeur de moisi de renfermé s ’ est dégagé et voilà plus de trois jours je l ’ ai laissé exposé dans mon balcon ! ! ! Je suis très déçue . Aujourd ’ hui je l ’ ai placé dans la chambre de mon fils et si cette odeur persiste , je jette .",4,2020-07-29,Josiane G .,,TrustedShop,ShowRoom,Fontenay sous Bois,,,,"la livraison s ’ est bien déroulée . le tapis était bien protégé mais une fois ouvert une horrible odeur de moisi de renfermé s ’ est dégagé et voilà plus de trois jours je l ’ ai laissé exposé dans mon balcon ! ! ! je suis très déçue . aujourd ’ hui je l ’ ai placé dans la chambre de mon fils et si cette odeur persiste , je jette .",6993,0,1,0
Je n ' ai pas observé ni reçu de commande `` Adam & Eve '' comme vous le prétendez . J ' avais par contre observé et ai reçu tardivement une commande `` Easy Toys '' . L ' expédition de cette commande et donc ma réception de celle-ci a été notablement retardée . Le Colis carton était endommagé et ouvert en partie comme s ' il était parti détérioré de vos services ou avait été volontairement ouvert en cours .,2,2020-07-29,Stéphane G .,,TrustedShop,ShowRoom,SÈVREMONT,,2020-07-08,21.0,je n ' ai pas observé ni reçu de commande `` adam & eve '' comme vous le prétendez . j ' avais par contre observé et ai reçu tardivement une commande `` easy toys '' . l ' expédition de cette commande et donc ma réception de celle-ci a été notablement retardée . le colis carton était endommagé et ouvert en partie comme s ' il était parti détérioré de vos services ou avait été volontairement ouvert en cours .,6996,0,1,0
"Tout est simple . J ’ ai adorais commander chez vous , Livraison rapide",5,2020-07-29,,,TrustedShop,ShowRoom,,,2020-07-05,24.0,"tout est simple . j ’ ai adorais commander chez vous , livraison rapide",6997,0,1,0
"Produit de très mauvaise qualité , ne fonctionnant pas . Très déçue .",3,2020-07-29,,,TrustedShop,ShowRoom,,,,,"produit de très mauvaise qualité , ne fonctionnant pas . très déçue .",6998,1,0,0
Delai et livraison corrects . Produit décevant . Ne ressemble pas vraiment à un surmatelas mais plutôt a une petite couette . Trop compressé sous vide impossible à bien regonfler .,4,2020-07-28,,,TrustedShop,ShowRoom,,,,,delai et livraison corrects . produit décevant . ne ressemble pas vraiment à un surmatelas mais plutôt a une petite couette . trop compressé sous vide impossible à bien regonfler .,7000,0,1,0
Rapide et correspond au descriptif !,5,2020-07-28,sylvie B .,,TrustedShop,ShowRoom,STRASBOURG,,2020-07-18,10.0,rapide et correspond au descriptif !,7001,1,0,0
Les articles sont de mauvaise qualité,4,2020-07-28,Laure L .,,TrustedShop,ShowRoom,Noisiel,,2020-07-20,8.0,les articles sont de mauvaise qualité,7002,1,0,0
"Très satisfaite par la prise en compte de la commande , sa livraison et la qualité du produit .",5,2020-07-28,Sylviane D .,,TrustedShop,ShowRoom,Royan,,2020-07-17,11.0,"très satisfaite par la prise en compte de la commande , sa livraison et la qualité du produit .",7004,1,1,0
Livraison très rapide commande conforme aux photos,4,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-20,8.0,livraison très rapide commande conforme aux photos,7005,1,1,0
L'article commandé est pas de bonne qualité ( tissus mediocre ),4,2020-07-28,Betarice M .,,TrustedShop,ShowRoom,Orcet,,2020-07-19,9.0,l'article commandé est pas de bonne qualité ( tissus mediocre ),7007,1,0,0
Commande effectuée avec succès colis bien reçu en temps et en heure dans un point relais commande conforme en parfait etat,5,2020-07-28,martine o .,,TrustedShop,ShowRoom,creon,,2020-07-18,10.0,commande effectuée avec succès colis bien reçu en temps et en heure dans un point relais commande conforme en parfait etat,7008,1,1,0
La montre est arrivée avant la date prévue Sur la présentation il était mentionné accessoires samsung et apple alors que ce sont des compatibles . J attend la réponse pour le renvoi,2,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-09,19.0,la montre est arrivée avant la date prévue sur la présentation il était mentionné accessoires samsung et apple alors que ce sont des compatibles . j attend la réponse pour le renvoi,7010,0,0,1
4 flacons vides ou à moitié lors de la réception sur 8 J ’ aurais du refuser le paquet Très très mauvais emballage Flacons cassés ou dévissés Je ne commande plus de produits liquides,1,2020-07-28,,,TrustedShop,ShowRoom,,,2020-05-29,60.0,4 flacons vides ou à moitié lors de la réception sur 8 j ’ aurais du refuser le paquet très très mauvais emballage flacons cassés ou dévissés je ne commande plus de produits liquides,7014,1,1,0
marchandise de bonne qualité et très fine pour essuyer des verres .,5,2020-07-28,ANNIE T .,,TrustedShop,ShowRoom,PLACEY,,2020-06-28,30.0,marchandise de bonne qualité et très fine pour essuyer des verres .,7017,1,0,0
"J'ai commandé 2 sweat-shirts de même taille et de la même marque Napapijri , l'un est trop grand de 2 tailles et l'autre trop petit . Dommage .",3,2020-07-28,,,TrustedShop,ShowRoom,,,2020-07-21,7.0,"j'ai commandé 2 sweat-shirts de même taille et de la même marque napapijri , l'un est trop grand de 2 tailles et l'autre trop petit . dommage .",7018,1,0,0
Sur les quatre articles un est défectueux,4,2020-07-28,,,TrustedShop,ShowRoom,,,,,sur les quatre articles un est défectueux,7022,1,0,0
